r_ref,a,b,m,n1,n2,n3
0.00622,2.088879,1.592456,7,6.727598,2.334209,4.914269
0.00622,1.943747,1.088032,4,5.473134,5.685545,4.619246
0.00622,0.750616,4.196244,8,10.179763,8.984204,4.993349
0.00622,1.935762,2.390143,13,3.477736,4.978117,5.843593
0.00622,1.497909,2.386062,5,6.553399,13.614618,3.309561
0.00622,3.267154,3.020336,10,9.624905,5.130132,11.083296
0.00622,1.65311,5.363292,10,10.405713,2.907102,5.001619
0.00622,8.32074,0.382807,3,6.331137,8.809403,7.820143
0.00622,2.835441,1.708411,12,9.167343,9.240556,5.670779
0.00622,3.685744,1.186741,10,5.687672,4.184322,3.772508
0.00622,3.100535,0.5274,3,6.361014,2.944139,7.15127
0.00622,0.756075,0.719761,13,4.441752,5.802905,6.326499
0.00622,4.667915,2.192405,3,5.007189,4.126665,4.755351
0.00622,1.866514,2.775339,8,8.370911,5.833162,4.16742
0.00622,0.708218,2.608286,5,11.488688,7.21127,5.00427
0.00622,2.149969,1.228599,3,3.664036,12.797745,7.514133
0.00622,4.854591,2.977778,12,6.298518,5.914287,4.815389
0.00622,2.688896,2.518474,16,4.339065,7.093413,6.30654
0.00622,3.192054,5.116016,7,4.970208,6.605283,6.402484
0.00622,0.723238,7.182685,12,7.737725,7.592233,3.951843
0.00622,5.561724,4.734111,6,9.764174,8.035508,9.046773
0.00622,3.805596,0.435758,2,4.771749,6.556914,2.371701
0.00622,2.23747,2.480644,12,4.714889,3.395679,4.869909
0.00622,3.387766,3.332119,6,3.965512,2.468829,2.052739
0.00622,0.843988,5.120176,15,4.846829,4.701825,2.112727
0.00622,6.277165,3.041142,2,5.737539,4.810166,11.177079
0.00622,1.711997,0.433244,16,9.541405,2.967197,5.918644
0.00622,1.673916,1.14205,10,9.504016,3.791009,3.023343
0.00622,0.587432,5.055321,7,4.894049,10.205127,2.381746
0.00622,5.919005,2.066545,2,6.305858,4.243032,2.127171
0.00622,1.099168,2.293394,4,2.824386,3.846191,4.08812
0.00622,1.557591,3.07834,11,1.939712,1.534676,1.991944
0.00622,0.433157,2.223525,11,2.587055,10.039613,3.238458
0.00622,2.320014,10.335136,2,4.461044,4.771707,2.622439
0.00622,2.292931,1.703057,13,9.119368,1.328724,7.960653
0.00622,2.139062,1.551814,6,5.446744,9.228529,6.429736
0.00622,1.59525,0.482344,8,7.951697,7.33483,2.995986
0.00622,2.832091,4.696151,7,2.577486,8.889522,4.240742
0.00622,7.407279,6.47233,11,9.327296,8.464689,0.375032
0.00622,7.237758,0.922023,16,10.590179,2.839027,5.969
0.00622,4.705684,2.032834,2,5.521944,10.811545,9.784748
0.00622,4.706762,2.689202,9,12.763461,6.22182,14.182717
0.00622,0.286246,2.997517,10,8.818382,6.581673,3.572106
0.00622,3.3479,2.040615,8,8.139706,5.7776,0.944735
0.00622,2.665002,3.530753,9,12.7798,5.461733,8.413994
0.00622,1.675395,1.791661,6,7.146684,6.116238,5.38165
0.00622,2.013546,1.738406,10,6.425666,5.820416,3.91363
0.00622,1.328098,2.176879,7,0.621031,5.851389,5.868714
0.00622,2.181152,9.223352,6,6.291814,7.251771,5.167512
0.00622,0.337228,0.894591,3,11.994986,9.501927,7.228045
0.00622,1.12543,1.610888,13,3.814085,6.695907,1.638068
0.00622,5.792187,3.389001,16,7.707183,3.751381,11.72399
0.00622,9.669907,5.387775,14,4.986762,4.297978,5.577922
0.00622,0.995145,0.719005,11,5.252814,3.535905,2.465908
0.00622,3.524984,12.158652,14,2.883806,5.775345,2.019993
0.00622,2.144773,4.198203,7,3.389003,4.286844,2.025952
0.00622,0.510762,5.775766,4,11.15941,6.135279,3.796273
0.00622,0.7546,3.634614,14,9.904839,0.209405,7.669933
0.00622,0.531232,1.941083,4,5.141683,4.409589,9.114127
0.00622,0.404861,0.283419,2,3.652162,9.646454,4.499203
0.00622,1.762945,2.280026,16,3.1952,4.022579,2.837742
0.00622,1.779443,5.556069,10,5.564016,6.004695,5.577659
0.00622,2.335957,2.930339,2,2.514202,3.83325,5.221497
0.00622,1.556699,2.051086,15,17.993391,9.757081,3.834638
0.00622,1.567053,0.831957,13,5.954654,3.258519,4.325386
0.00622,1.75981,1.108422,3,2.316723,10.300283,7.767301
0.00622,2.321015,4.056522,6,0.933292,9.279343,3.741746
0.00622,6.583101,3.538643,7,15.93287,2.041055,4.969222
0.00622,5.206092,3.075775,4,6.922893,4.576904,3.910668
0.00622,1.053579,0.779799,10,5.73408,1.433246,5.752259
0.00622,2.691114,0.614,16,3.995904,2.778921,7.756953
0.00622,0.365618,7.474128,2,3.179562,6.224402,4.92472
0.00622,1.189162,2.903163,4,8.51017,4.337242,8.501149
0.00622,1.030212,1.375619,15,4.70078,6.377313,6.787836
0.00622,0.519397,5.165267,5,1.270091,9.18232,1.022837
0.00622,2.702501,10.312167,2,12.365966,0.292436,6.666898
0.00622,3.282474,4.868286,14,3.378878,5.283688,4.179344
0.00622,2.15179,1.447887,11,7.977972,5.996477,3.986769
0.00622,2.711745,6.961517,4,2.972282,5.281826,3.048043
0.00622,1.66801,1.039986,11,9.284441,5.266424,8.83646
0.00622,3.397339,1.661698,13,9.084912,11.565705,5.236034
0.00622,0.526783,3.54524,4,10.823721,3.696858,4.181564
0.00622,1.710847,3.086815,16,2.532435,5.411152,7.527099
0.00622,1.842795,3.758545,7,4.714184,3.151522,3.323034
0.00622,0.862484,2.304015,12,11.483181,8.396844,4.127848
0.00622,3.182973,2.720825,16,10.952341,5.250642,1.967109
0.00622,8.799124,1.930548,2,7.876386,3.776723,2.063057
0.00622,2.177911,2.597839,4,10.235793,2.155816,3.088867
0.00622,10.330828,1.536948,13,15.096125,4.852312,3.42891
0.00622,0.503577,0.714747,7,7.336957,11.251872,9.741889
0.00622,7.436205,0.573451,2,3.219926,18.099972,0.260233
0.00622,3.630367,0.549961,14,11.138295,5.193547,5.911172
0.00622,1.059812,0.316499,8,13.002782,5.046373,8.387456
0.00622,0.553653,0.76632,4,13.440671,2.934808,8.765908
0.00622,0.981865,3.158586,12,5.326189,8.324501,4.230372
0.00622,4.309326,4.269657,12,6.726311,2.781118,5.194429
0.00622,1.045311,0.932731,6,5.75012,6.389714,4.331801
0.00622,0.474827,0.397879,7,4.52497,2.900036,4.482212
0.00622,8.946784,3.173042,10,12.765355,3.55041,5.968881
0.00622,1.911975,0.972875,6,8.537451,5.961918,3.689318
0.00622,4.855408,3.565921,6,7.264503,7.155711,5.110653
0.00622,4.721896,10.510506,2,5.836553,7.953551,4.073886
0.00622,1.467251,0.879076,13,8.267234,8.97341,3.870142
0.00622,2.231853,3.581427,14,4.370654,9.462077,4.419364
0.00622,6.987298,9.972798,10,10.610617,2.302773,5.343623
0.00622,3.2043,6.855985,15,9.789943,6.020627,8.562743
0.00622,4.636379,1.651528,14,5.489392,3.966936,6.288755
0.00622,4.194316,4.273977,7,9.587003,5.528083,7.068469
0.00622,6.391817,1.888108,6,1.069885,2.187378,4.547553
0.00622,3.468339,1.409614,13,2.04609,4.889871,5.825142
0.00622,0.873879,0.567057,3,2.447641,4.652633,9.451331
0.00622,2.437407,3.377461,9,3.667361,8.855744,5.97398
0.00622,1.462375,5.067762,10,8.18313,9.855471,1.707451
0.00622,3.72683,6.100801,5,4.28247,3.741987,4.055147
0.00622,1.950085,1.542085,8,4.567701,6.592375,3.988017
0.00622,3.559367,1.811352,12,2.289307,1.575292,2.326616
0.00622,3.155568,3.853886,14,4.552206,6.806427,8.902594
0.00622,2.396547,1.017635,5,1.514334,3.187536,13.731451
0.00622,0.932222,1.488693,9,4.26953,2.456857,2.12198
0.00622,5.639675,1.033916,5,10.386359,1.538436,13.053637
0.00622,2.785654,2.877738,8,3.353209,7.081064,2.72172
0.00622,0.626292,0.542873,11,2.843369,6.518051,5.690064
0.00622,7.263035,2.272094,6,7.407225,2.218374,5.483359
0.00622,1.545613,0.361375,11,11.572713,4.117253,3.30264
0.00622,1.83305,3.318451,12,5.647482,2.425352,0.253043
0.00622,0.629807,1.240663,7,4.842382,7.536129,3.087266
0.00622,3.622264,0.436557,2,7.56734,12.38546,5.05577
0.00622,3.031916,3.184747,14,8.239675,8.970483,3.506702
0.00622,3.925301,1.725054,3,4.144007,10.676874,5.541241
0.00622,1.518787,0.160827,4,4.042926,13.74442,3.761112
0.00622,0.993668,2.801527,15,8.151125,1.787194,5.968648
0.00622,1.668746,1.084024,2,2.689062,2.92516,6.00667
0.00622,3.529743,2.025073,3,13.667885,3.697424,1.612273
0.00622,5.140232,1.087305,13,4.409157,3.052319,3.950429
0.00622,3.014148,1.42158,4,3.651857,8.160257,4.056613
0.00622,1.290863,0.362536,2,7.326984,7.041797,3.469677
0.00622,1.253156,1.177034,13,13.533002,2.782082,5.581222
0.00622,3.369532,2.354562,8,8.914284,5.828992,9.545909
0.00622,6.871199,2.873273,13,2.154855,2.321205,3.622098
0.00622,1.520326,2.276365,13,4.905751,14.170027,6.653815
0.00622,2.935952,5.120086,12,7.699255,4.701849,8.984662
0.00622,2.576598,3.089423,5,2.977189,11.22221,6.502647
0.00622,4.944172,2.279264,3,4.890224,4.1908,6.653943
0.00622,1.291795,1.491185,10,4.155775,2.952855,5.628356
0.00622,2.491352,7.424913,6,10.551303,5.131014,3.607132
0.00622,6.718027,12.5536,4,4.644346,3.856118,8.612921
0.00622,1.511985,8.39572,2,5.749839,7.057582,9.050276
0.00622,1.362009,5.185427,7,3.244154,7.575005,1.415381
0.00622,3.703955,8.558195,14,7.077326,6.025863,1.911293
0.00622,5.738257,2.347126,7,6.050683,2.045372,8.214141
0.00622,3.482542,1.691417,2,10.116649,6.575146,4.560348
0.00622,2.77355,1.991265,15,4.24734,3.378007,4.365376
0.00622,3.452131,0.344365,16,11.294457,3.388561,6.311481
0.00622,2.049253,1.692984,7,2.402688,9.685595,5.861015
0.00622,3.990406,9.2628,10,13.919194,3.279178,4.248524
0.00622,1.528992,2.949261,2,4.443196,14.144398,3.638144
0.00622,0.791352,4.005774,4,9.586642,7.345957,0.787531
0.00622,6.632122,1.491933,3,4.497088,5.641354,6.776706
0.00622,0.131901,0.645684,9,3.793651,1.874203,8.473161
0.00622,4.300079,0.756079,5,6.286466,2.892075,3.481342
0.00622,3.130531,4.132402,7,3.446575,4.586822,4.612598
0.00622,3.555498,5.647714,9,6.563325,5.607777,3.077636
0.00622,2.358418,2.972668,3,7.65743,3.771325,7.347864
0.00622,5.147902,2.997023,13,6.95364,3.612663,7.41349
0.00622,0.157652,1.275595,9,6.618377,3.037373,1.734829
0.00622,4.098325,1.495467,3,6.15576,9.965509,7.18255
0.00622,2.655616,4.929937,11,5.481197,4.819767,2.2971
0.00622,3.290711,2.794965,11,6.932247,2.803474,5.690554
0.00622,6.237997,2.736475,4,6.751927,3.756915,6.60034
0.00622,1.166678,0.55077,5,5.185257,6.044425,7.296195
0.00622,2.358774,4.061137,7,3.711252,5.631818,4.497443
0.00622,3.248653,1.480057,12,8.289247,1.142338,3.013851
0.00622,5.701659,3.990329,15,8.225927,4.770159,5.899406
0.00622,0.997952,1.380083,10,3.775783,6.110585,2.743737
0.00622,0.994375,1.223709,14,4.0022,4.78267,4.739633
0.00622,3.266093,1.90329,11,3.326005,1.997495,4.172639
0.00622,4.529947,1.528839,2,0.241178,4.468823,10.046061
0.00622,2.07386,3.066377,12,8.130765,5.670037,2.883786
0.00622,9.524005,1.296295,10,6.056182,1.11868,4.105988
0.00622,1.771153,1.539148,13,2.682032,3.037324,3.128383
0.00622,4.217442,4.194325,10,8.558043,6.25673,4.682983
0.00622,2.872518,3.377701,11,2.76235,7.122395,4.860134
0.00622,1.306257,0.766398,5,9.775048,5.822943,3.785291
0.00622,1.760647,1.762855,14,6.658659,10.746448,3.511333
0.00622,2.940148,1.524059,15,4.940564,3.658727,10.248657
0.00622,5.434767,3.633405,7,9.407241,7.292852,3.664244
0.00622,1.830955,2.722587,12,4.023359,9.30856,2.314031
0.00622,8.311361,0.709662,16,10.535265,3.013436,4.28948
0.00622,1.688415,2.244193,5,4.230095,7.442719,10.878925
0.00622,1.452838,3.169818,16,13.842992,9.574614,3.654037
0.00622,0.973344,2.349241,12,5.698129,11.654005,6.128165
0.00622,2.956181,5.37873,10,5.934436,5.660192,2.289887
0.00622,1.987184,4.438463,6,9.71414,14.417522,7.132372
0.00622,6.365454,0.574802,2,6.059429,4.648796,3.460311
0.00622,4.20482,1.850311,7,7.366388,1.919418,4.850879
0.00622,12.87304,1.441784,2,6.437109,2.604665,5.340237
0.00622,5.461851,4.205182,13,5.147283,10.169003,12.158531
0.00622,4.706193,7.406601,2,12.357678,2.38403,10.500509
0.00622,1.053655,0.789072,8,7.591777,4.993401,2.042964
0.00622,1.787676,0.965397,5,1.668637,1.556477,9.428676
0.00622,2.602834,1.192663,16,7.930361,13.407979,8.300769
0.00622,7.81498,2.989611,7,8.127253,4.070477,1.810118
0.00622,2.828412,2.021478,8,4.376224,7.291323,10.390254
0.00622,0.135776,8.352813,2,1.078422,12.124077,7.046916
0.00622,2.482323,2.810877,5,6.103313,7.646123,8.265098
0.00622,3.062367,2.245665,16,14.139621,13.649149,3.973792
0.00622,2.92997,3.675576,16,4.63601,7.881974,4.150107
0.00622,0.847605,2.491798,4,11.009851,5.765035,7.41165
0.00622,0.409565,2.185235,4,12.05825,10.532006,7.67216
0.00622,5.802621,4.354904,10,6.820722,6.476347,2.90678
0.00622,3.121994,2.570069,16,13.99525,6.249062,4.100279
0.00622,1.485504,0.336064,16,21.224937,6.53778,4.135709
0.00622,1.180035,3.404064,15,8.357724,6.410196,3.679823
0.00622,4.265298,0.764842,9,10.83095,4.99735,5.035923
0.00622,0.660467,1.597357,5,2.729746,4.169827,6.60714
0.00622,4.831285,2.915628,13,9.421515,2.703563,1.830338
0.00622,0.932287,0.47746,16,2.477926,4.020152,4.562856
0.00622,3.286336,3.869734,8,7.556201,4.892344,2.593942
0.00622,3.579072,2.13456,15,5.698844,3.108512,5.4323
0.00622,2.052079,3.877559,14,11.269116,10.97285,14.326605
0.00622,1.110668,1.521045,5,1.353259,8.605239,9.31263
0.00622,2.073121,1.41681,13,2.773522,5.729921,6.943822
0.00622,1.142088,1.799383,2,3.456461,4.56794,12.490521
0.00622,0.634317,3.004346,2,13.215613,7.037871,2.583229
0.00622,3.0301,2.726661,6,8.83544,6.435064,10.90028
0.00622,0.863494,6.071489,2,4.174068,5.728493,7.091308
0.00622,2.714545,1.370279,3,10.735186,6.422228,1.527266
0.00622,1.378052,4.527324,13,9.683398,8.466072,2.22454
0.00622,6.489851,3.062354,3,8.795032,11.742559,7.461697
0.00622,2.739581,0.486392,7,5.331077,3.599189,3.394232
0.00622,2.52023,3.093081,12,6.441694,5.391465,8.284976
0.00622,1.532134,1.907996,3,12.954865,2.531328,4.023153
0.00622,0.330745,1.109051,3,5.37399,7.061163,8.686262
0.00622,1.667438,0.171736,2,4.443019,3.177767,5.793029
0.00622,1.003502,7.292001,15,8.625345,4.098065,1.514614
0.00622,1.199857,0.311205,7,7.28362,3.712039,2.609584
0.00622,4.53835,4.07951,15,7.885946,4.305526,3.169231
0.00622,0.093493,0.194191,7,5.759742,5.396441,10.987195
0.00622,0.201433,1.480793,12,7.196345,3.584929,4.692258
0.00622,3.363257,1.212743,12,6.677997,3.77901,5.781061
0.00622,0.634852,1.126104,11,5.182342,1.244656,9.453625
0.00622,1.664732,2.396274,9,13.384756,1.076485,2.350527
0.00622,1.867146,6.413858,6,7.726519,12.517851,2.939968
0.00622,3.094958,1.060404,4,5.43533,6.736724,2.517581
0.00622,1.047514,1.630052,16,4.601546,8.037114,9.166136
0.00744,2.783154,3.80514,9,3.192208,6.623448,4.332678
0.00744,5.272208,0.703612,16,12.067856,5.473076,5.724465
0.00744,1.381798,1.724614,13,5.118907,2.662855,5.230125
0.00744,3.71977,3.15114,3,13.051677,8.316881,8.900258
0.00744,3.964591,2.284879,16,5.518816,3.016163,0.743355
0.00744,4.090604,0.761608,9,4.767894,2.292079,3.496986
0.00744,1.102432,0.685647,14,8.689048,5.274064,5.415303
0.00744,8.11782,1.826254,6,12.154364,1.94208,4.388312
0.00744,2.003694,5.872399,11,2.415162,6.408741,4.004181
0.00744,2.062096,1.613146,12,10.056903,14.844676,10.078935
0.00744,2.082017,3.246373,5,4.945006,3.099877,3.638659
0.00744,1.617145,0.809731,15,11.630895,1.743589,3.261927
0.00744,2.262699,0.567647,14,9.554221,5.100295,2.71448
0.00744,1.381675,2.297468,7,5.449879,4.432477,3.856411
0.00744,4.599713,1.266995,2,0.850096,4.491769,5.428852
0.00744,2.123256,0.65699,3,4.73519,2.258733,5.412306
0.00744,2.073676,0.763812,8,4.869298,3.504935,3.045899
0.00744,4.788284,2.87213,7,15.237829,5.990449,7.720759
0.00744,1.973937,6.899987,5,9.491831,4.452287,3.425557
0.00744,4.299032,4.652605,9,10.762583,6.01261,4.32708
0.00744,0.531627,6.070512,15,3.481746,16.62435,4.429894
0.00744,0.361304,1.172602,15,3.107921,3.074963,6.009288
0.00744,2.880331,1.918772,9,3.308187,5.866114,9.78923
0.00744,1.572827,1.82639,2,4.716205,9.194055,4.187047
0.00744,7.313057,3.354421,12,2.753417,4.431797,7.524964
0.00744,0.982935,2.437625,6,2.468753,1.174666,2.631443
0.00744,0.525956,1.624197,14,13.568447,5.193489,3.012241
0.00744,1.09615,6.909903,4,9.12852,2.32367,0.85587
0.00744,0.98166,1.334326,3,1.724339,2.980408,1.274196
0.00744,1.536069,0.954667,2,3.200555,3.515942,5.692876
0.00744,6.499366,10.63179,12,7.591997,8.688165,7.179142
0.00744,2.440598,0.776337,13,3.775757,6.64857,8.215018
0.00744,3.965035,4.702708,11,6.683864,9.169348,6.1721
0.00744,0.680717,2.953842,12,4.541856,10.640241,7.769267
0.00744,1.107604,1.85251,6,3.155666,7.56925,5.503686
0.00744,2.910867,9.052674,16,9.669599,3.646306,2.648813
0.00744,4.965888,1.668792,14,11.444358,4.340136,8.310436
0.00744,3.915356,2.691253,15,8.743097,4.860258,9.441577
0.00744,8.078298,4.516605,8,7.836434,5.204306,3.34019
0.00744,1.635203,0.862502,8,3.688615,11.446137,6.679169
0.00744,6.491485,2.634592,3,12.294733,9.606783,2.167497
0.00744,2.082994,0.463724,9,16.642249,9.15144,5.798839
0.00744,1.145587,5.340028,16,14.227646,5.543267,9.754171
0.00744,0.26405,0.713517,6,11.193337,2.493409,6.057189
0.00744,0.876781,3.046838,8,3.537464,5.298976,4.403761
0.00744,2.867465,8.735208,5,5.577818,3.374638,6.233345
0.00744,0.517287,2.559671,3,6.271369,5.814204,5.300317
0.00744,0.674767,1.385079,4,4.904708,5.02667,17.095725
0.00744,4.340406,1.307661,6,7.271727,1.839398,3.072852
0.00744,4.560476,0.172392,4,15.15326,2.647942,10.850326
0.00744,6.547708,1.771277,10,2.393646,3.340268,9.275667
0.00744,2.961214,1.949028,8,5.094417,6.444666,4.629625
0.00744,1.637381,2.943014,11,2.59025,7.12736,9.45618
0.00744,0.675908,6.795574,5,4.216002,6.46668,1.70425
0.00744,4.161711,3.981977,12,7.856403,2.880439,6.65205
0.00744,4.000377,0.392885,2,3.387904,22.628833,3.156011
0.00744,4.281673,0.758211,3,6.676484,7.895237,1.938532
0.00744,0.988307,1.555369,12,5.109733,8.622951,5.463433
0.00744,4.754331,4.011467,8,6.021103,10.424334,5.790176
0.00744,1.073746,4.384452,5,8.623357,1.88844,4.995083
0.00744,4.607791,0.954508,16,5.740478,3.817527,8.325114
0.00744,2.026462,1.887206,5,8.467723,6.381273,5.078939
0.00744,3.635603,2.703396,2,3.523239,1.887606,5.053371
0.00744,10.8217,0.275304,2,5.50977,3.116818,6.227479
0.00744,2.208917,1.894231,2,4.436637,4.230999,4.56283
0.00744,1.239798,1.793677,2,10.983232,7.660549,7.808192
0.00744,6.26108,4.065389,3,2.87656,11.809239,7.405644
0.00744,1.214983,2.364652,15,5.528358,5.220781,7.401632
0.00744,0.538655,0.513326,12,5.065107,6.572592,8.844983
0.00744,2.189026,5.718648,16,11.694311,3.801854,0.712771
0.00744,1.946711,9.198058,7,12.556099,13.465282,4.895305
0.00744,2.155825,0.797132,16,3.379808,3.920737,5.983332
0.00744,2.250478,1.225401,14,2.501047,3.22948,3.225698
0.00744,1.684254,2.223006,14,5.55579,9.50368,12.494192
0.00744,0.070426,2.887718,3,10.60909,2.232491,2.835669
0.00744,1.570608,2.785427,5,5.88407,6.97547,3.792206
0.00744,1.727388,1.435455,7,12.218947,5.514248,5.887559
0.00744,0.754717,2.470177,8,4.979643,4.611342,2.076129
0.00744,0.461805,1.065905,2,1.82955,4.050841,1.197712
0.00744,6.509267,3.397594,10,3.168888,2.832751,4.48428
0.00744,3.156914,6.205444,10,7.195902,7.189472,6.475012
0.00744,1.734713,1.042382,8,11.370299,8.479249,4.161102
0.00744,4.554303,5.073467,3,8.206594,6.354163,10.526225
0.00744,1.183837,8.241882,16,3.48207,12.096276,3.189795
0.00744,1.06645,2.195206,4,3.119381,6.304498,3.036254
0.00744,3.159592,5.541271,10,3.731232,10.757713,7.186077
0.00744,3.552213,3.872764,14,5.087409,7.650215,6.184419
0.00744,4.335938,3.140093,2,9.424143,11.974037,2.634152
0.00744,2.264832,0.674273,8,9.745832,2.669467,2.903597
0.00744,1.006685,6.252852,8,3.444924,11.000453,9.766657
0.00744,2.484275,2.413114,2,10.554829,1.414853,3.929694
0.00744,3.797148,6.514568,6,5.698605,8.865227,7.841426
0.00744,3.910546,7.589675,7,7.03376,5.943853,2.789269
0.00744,2.954266,7.045782,9,4.217114,7.939111,3.683686
0.00744,1.168692,2.171218,15,1.467663,2.378721,2.66779
0.00744,3.30624,4.250801,3,2.662337,12.82548,17.912847
0.00744,0.541857,4.038432,11,3.322486,8.895848,0.708865
0.00744,4.669552,1.03588,2,1.462948,6.570801,4.358785
0.00744,0.569304,2.01737,11,13.619988,3.028072,5.774876
0.00744,5.97758,4.702037,12,4.7214,11.178358,8.109244
0.00744,5.341892,0.570299,2,1.636744,3.853733,1.774579
0.00744,1.187266,0.533174,3,5.143833,3.321543,5.632579
0.00744,2.819467,2.867274,15,6.558189,2.260559,4.53415
0.00744,2.375875,7.153875,12,10.010242,5.913036,1.285038
0.00744,1.953231,0.24939,10,7.090295,3.646996,1.169468
0.00744,0.868073,4.321001,4,5.989573,4.702714,6.73162
0.00744,2.236981,1.05433,3,8.435865,5.811723,6.936406
0.00744,0.518931,1.518344,4,4.364412,3.126707,9.536469
0.00744,3.659202,0.535807,8,9.276529,4.900476,4.435396
0.00744,7.259286,5.909624,5,6.461589,5.732101,3.525229
0.00744,3.632737,4.479878,6,13.543329,4.160331,4.09803
0.00744,1.299513,1.114673,7,5.514115,3.734795,3.682586
0.00744,9.88607,1.761499,3,9.364103,6.201288,5.293725
0.00744,0.946571,4.075701,11,5.43414,6.535464,6.094135
0.00744,3.104678,0.735166,6,16.277246,3.998234,6.133279
0.00744,1.900119,4.90367,12,8.096545,0.786115,2.586067
0.00744,0.877273,2.50162,11,10.752127,2.79285,6.233071
0.00744,5.079919,1.798431,5,10.473036,1.936462,3.090307
0.00744,2.516682,2.510117,12,1.797449,10.185996,9.197768
0.00744,0.294409,1.383333,16,6.154257,6.737298,5.237403
0.00744,1.928561,3.027412,5,1.843011,3.876522,2.255234
0.00744,0.479461,1.716043,12,3.888483,10.138012,5.081761
0.00744,1.036914,3.051783,8,4.0612,2.605127,3.978621
0.00744,2.477366,0.761915,3,6.12297,5.819601,9.593025
0.00744,1.972584,5.279944,6,6.553288,2.465247,2.53621
0.00744,1.767842,2.690681,16,7.010129,7.263915,11.885069
0.00744,0.259153,2.002003,2,6.559174,2.40445,8.243816
0.00744,0.929884,0.934405,5,5.90996,1.637666,10.846321
0.00744,2.384901,0.55584,3,1.105382,5.657062,7.53931
0.00744,0.50906,1.18361,7,2.547432,7.598162,8.873646
0.00744,0.719926,5.864157,5,18.48606,5.60121,3.20289
0.00744,4.935895,4.155697,11,5.125172,5.426219,5.003911
0.00744,2.194964,1.822409,3,5.77085,19.54793,3.5024
0.00744,2.262425,3.631786,12,5.797648,10.304736,3.179563
0.00744,3.219099,2.478396,8,1.758882,4.439768,10.204949
0.00744,3.577279,2.945058,3,8.016508,5.015759,6.542043
0.00744,1.648505,2.410995,7,4.683733,5.169341,5.666649
0.00744,6.366856,0.938974,4,3.624288,4.740855,3.01947
0.00744,1.974213,3.572905,14,6.751433,9.8575,5.14095
0.00744,6.930574,1.199373,4,3.666854,9.983662,5.528047
0.00744,0.860721,1.609094,15,10.627956,2.660854,1.821228
0.00744,1.502816,2.444577,12,13.637645,4.284231,4.482835
0.00744,6.225501,1.14809,3,6.999124,4.839277,2.307747
0.00744,1.117441,2.646945,3,15.125742,7.429267,11.298313
0.00744,1.429922,2.22579,7,5.853686,6.269251,5.480233
0.00744,4.372061,9.343893,5,8.264866,2.20591,3.033856
0.00744,1.617226,1.323772,6,5.312631,6.387563,4.498478
0.00744,14.372929,9.546418,3,4.591444,7.922535,3.514831
0.00744,2.725951,2.293156,12,13.065942,1.110706,4.258399
0.00744,5.095038,2.688281,16,8.396721,5.534353,4.578856
0.00744,0.503256,2.857909,4,3.111033,4.092501,1.715956
0.00744,0.460048,7.513136,5,2.989194,16.652666,4.513204
0.00744,3.885298,4.812287,14,3.798474,6.970911,8.231229
0.00744,2.536138,1.857769,5,2.444901,7.156711,6.244217
0.00744,2.229271,3.1047,16,6.706438,6.536365,13.433714
0.00744,0.329407,4.695708,8,5.32233,6.836676,3.016765
0.00744,1.706297,2.618592,3,10.954762,8.739917,7.125141
0.00744,1.728156,1.002789,6,7.94795,7.086801,5.673977
0.00744,3.237557,0.852508,10,3.145709,3.901299,4.775776
0.00744,2.811243,1.305419,4,13.627602,11.18889,4.510731
0.00744,2.976136,3.813893,16,6.1643,4.399044,4.381064
0.00744,7.154477,0.319175,2,2.949231,3.81118,16.457148
0.00744,1.218018,0.551895,16,6.417573,6.617744,2.668899
0.00744,2.818472,1.294105,9,10.197086,3.339605,4.409788
0.00744,2.782648,2.786256,7,8.913791,8.001685,6.928289
0.00744,1.142877,2.399278,11,1.209071,7.594804,4.691989
0.00744,3.651399,4.393331,3,4.431785,2.396388,5.284995
0.00744,1.046716,0.337864,5,5.653544,14.278765,8.745664
0.00744,5.929452,2.672431,16,3.55023,4.331564,4.315094
0.00744,0.946427,2.341972,5,8.889447,6.628569,10.049531
0.00744,2.137777,0.385987,4,8.584632,4.562248,7.299938
0.00744,1.99505,0.9562,10,9.235813,5.763934,2.476551
0.00744,5.201291,2.813785,2,8.904443,5.281335,5.056305
0.00744,3.730219,3.336929,16,9.758605,0.707741,6.647987
0.00744,2.89763,2.061569,4,13.973669,6.032585,2.749412
0.00744,2.002025,2.630277,14,6.105411,4.106551,4.300454
0.00744,7.980546,3.154343,14,2.730003,8.118771,7.804024
0.00744,2.394314,2.652464,4,1.966409,0.610221,2.439272
0.00744,0.627784,2.031216,12,5.675187,8.069507,4.6286
0.00744,0.354701,2.648298,3,4.454955,8.88414,1.451726
0.00744,6.707573,1.091878,14,8.142301,3.597117,2.716073
0.00744,4.642957,5.689301,2,5.932743,9.102685,3.347408
0.00744,0.413276,2.352655,12,4.629358,5.876841,3.312715
0.00744,1.892205,0.934377,14,1.733873,3.376835,12.939133
0.00744,2.774818,2.286976,8,3.803723,1.980996,4.586041
0.00744,3.154802,5.147604,10,11.919035,13.424868,12.391233
0.00744,0.362249,3.525152,3,5.410351,5.585492,2.726415
0.00744,1.523003,6.564429,11,9.101052,5.759125,4.924271
0.00744,6.930553,1.852178,5,0.54509,4.150917,5.466485
0.00744,0.516019,1.50876,8,8.694086,8.91124,8.052386
0.00744,6.63734,1.888392,16,6.38152,7.61458,7.610393
